Date,Open,High,Low,Close,Volume
2001-01-02,0.947,0.9521,0.9393,0.9511,0
2001-01-03,0.951,0.9572,0.9269,0.9309,0
2001-01-04,0.9308,0.9582,0.9294,0.9573,0
2001-01-05,0.9574,0.9599,0.9468,0.958,0
2001-01-07,0.9588,0.9588,0.9558,0.9566,0
2001-01-08,0.9567,0.9595,0.944,0.9446,0
2001-01-09,0.9447,0.9479,0.9389,0.9418,0
2001-01-10,0.9418,0.9467,0.9365,0.94,0
2001-01-21,0.9354,0.937,0.9333,0.9353,0
2001-01-22,0.9354,0.9448,0.927,0.9441,0
2001-01-23,0.944,0.9451,0.9346,0.9368,0
2001-01-24,0.9367,0.9374,0.9206,0.9215,0
2001-01-25,0.9214,0.9259,0.9117,0.9231,0
2001-01-26,0.923,0.9318,0.9201,0.9238,0
2001-01-28,0.924,0.926,0.922,0.9248,0
2001-01-29,0.9247,0.9264,0.9156,0.9175,0
2001-01-30,0.9176,0.928,0.9147,0.9269,0
2001-01-31,0.9268,0.9426,0.9266,0.9413,0
2001-02-01,0.9414,0.9447,0.9364,0.9373,0
2001-02-02,0.9374,0.9421,0.9318,0.9364,0
2001-02-04,0.9366,0.9397,0.9366,0.9394,0
2001-02-05,0.9393,0.9439,0.9365,0.9371,0
2001-02-06,0.9372,0.9389,0.9282,0.9296,0
2001-02-07,0.9295,0.9352,0.9261,0.9288,0
2001-02-08,0.9289,0.9292,0.9153,0.9187,0
2001-02-09,0.9188,0.9278,0.9135,0.924,0
2001-02-11,0.925,0.9291,0.925,0.9286,0
2001-02-12,0.9285,0.9332,0.9272,0.9301,0
2001-02-13,0.9303,0.9313,0.9174,0.9203,0
2001-02-14,0.9204,0.9222,0.917,0.9183,0
2001-02-15,0.9184,0.9198,0.9029,0.9069,0
2001-02-16,0.9068,0.9182,0.9053,0.9167,0
2001-02-18,0.9127,0.9153,0.9125,0.914,0
2001-02-19,0.9141,0.9238,0.9127,0.923,0
2001-02-20,0.9229,0.9242,0.9055,0.9087,0
2001-02-21,0.9088,0.9184,0.906,0.9077,0
2001-02-22,0.9076,0.9133,0.9018,0.9046,0
2001-02-23,0.9047,0.9213,0.903,0.9173,0
2001-02-25,0.9179,0.918,0.9158,0.9171,0
2001-02-26,0.9172,0.9189,0.9083,0.9128,0
2001-02-27,0.9129,0.9208,0.9117,0.9173,0
2001-02-28,0.9172,0.9258,0.917,0.9248,0
2001-03-01,0.9249,0.9323,0.9231,0.9302,0
2001-03-02,0.9303,0.9383,0.9293,0.9354,0
2001-03-04,0.9355,0.9359,0.9322,0.9324,0
2001-03-05,0.9323,0.9354,0.9264,0.9275,0
2001-03-06,0.9274,0.9368,0.9254,0.9365,0
2001-03-07,0.9363,0.9371,0.9265,0.9307,0
2001-03-08,0.9306,0.9342,0.9276,0.9333,0
2001-03-09,0.9332,0.9376,0.9296,0.9329,0
2001-03-11,0.9322,0.9335,0.9312,0.9333,0
2001-03-12,0.9332,0.9342,0.926,0.9283,0
2001-03-13,0.9284,0.9288,0.9134,0.9146,0
2001-03-14,0.9145,0.9212,0.908,0.9102,0
2001-03-15,0.9101,0.9132,0.8958,0.8977,0
2001-03-16,0.8978,0.9005,0.8915,0.8974,0
2001-03-18,0.8973,0.8979,0.896,0.8968,0
2001-03-19,0.8969,0.9024,0.8935,0.9002,0
2001-03-20,0.9001,0.9132,0.8996,0.9098,0
2001-03-21,0.9096,0.9106,0.8936,0.8964,0
2001-03-22,0.8965,0.8969,0.8833,0.8872,0
2001-03-23,0.8871,0.897,0.8869,0.89,0
2001-03-25,0.8891,0.8929,0.8888,0.8921,0
2001-03-26,0.892,0.8981,0.8905,0.8956,0
2001-03-27,0.8957,0.8993,0.8899,0.8937,0
2001-03-28,0.8938,0.8949,0.8848,0.8872,0
2001-03-29,0.8871,0.8886,0.8769,0.8794,0
2001-03-30,0.8795,0.8865,0.8757,0.8795,0
2001-04-01,0.8758,0.8796,0.8755,0.8776,0
2001-04-02,0.8775,0.8837,0.8745,0.8829,0
2001-04-03,0.8829,0.8987,0.8821,0.8967,0
2001-04-04,0.8966,0.908,0.8937,0.9066,0
2001-04-05,0.9066,0.9091,0.8943,0.8967,0
2001-04-06,0.8966,0.9051,0.8927,0.9042,0
2001-04-08,0.9039,0.9043,0.9014,0.9034,0
2001-04-09,0.9035,0.9051,0.8947,0.8965,0
2001-04-10,0.8964,0.8995,0.8868,0.8898,0
2001-04-11,0.8899,0.8918,0.8814,0.8884,0
2001-04-12,0.8883,0.8946,0.884,0.8931,0
2001-04-13,0.893,0.8933,0.8891,0.8894,0
2001-04-16,0.885,0.8895,0.8834,0.8873,0
2001-04-17,0.8872,0.8912,0.878,0.8818,0
2001-04-18,0.8817,0.8903,0.8719,0.8865,0
2001-04-19,0.8864,0.899,0.8809,0.8967,0
2001-04-20,0.8967,0.9049,0.8956,0.9023,0
2001-04-22,0.9028,0.9083,0.9024,0.908,0
2001-04-23,0.9079,0.9079,0.8948,0.8977,0
2001-04-24,0.8976,0.9022,0.891,0.8929,0
2001-04-25,0.8928,0.9004,0.8914,0.8969,0
2001-04-26,0.8968,0.905,0.895,0.9047,0
2001-04-27,0.9048,0.9058,0.8891,0.8909,0
2001-04-29,0.8916,0.8925,0.891,0.8912,0
2001-04-30,0.8911,0.8928,0.8854,0.8876,0
2001-05-01,0.8877,0.8949,0.8858,0.8943,0
2001-05-02,0.8942,0.8982,0.8889,0.8959,0
2001-05-03,0.8958,0.8977,0.8881,0.8907,0
2001-05-04,0.8908,0.901,0.8903,0.8936,0
2001-05-06,0.8928,0.8937,0.8908,0.8918,0
2001-05-07,0.8919,0.8935,0.8901,0.8907,0
2001-05-08,0.8908,0.8912,0.8827,0.8842,0
2001-05-09,0.8841,0.8872,0.8814,0.8866,0
2001-05-10,0.8867,0.8932,0.8782,0.8818,0
2001-05-11,0.8819,0.8819,0.8738,0.8768,0
2001-05-13,0.8755,0.8758,0.8746,0.8754,0
2001-05-14,0.8755,0.8761,0.8728,0.8744,0
2001-05-15,0.8743,0.8811,0.8742,0.8758,0
2001-05-16,0.8759,0.8869,0.8753,0.8854,0
2001-05-17,0.8853,0.8883,0.8795,0.8824,0
2001-05-18,0.8824,0.8829,0.8758,0.8806,0
2001-05-20,0.8805,0.8819,0.8792,0.8811,0
2001-05-21,0.8812,0.8819,0.8743,0.8748,0
2001-05-22,0.8747,0.8776,0.863,0.8655,0
2001-05-23,0.8656,0.8663,0.8497,0.8561,0
2001-05-24,0.8563,0.8614,0.8536,0.8582,0
2001-05-25,0.8581,0.8631,0.854,0.8583,0
2001-05-27,0.8597,0.8605,0.8588,0.8591,0
2001-05-28,0.8592,0.8614,0.8583,0.859,0
2001-05-29,0.8591,0.8594,0.8532,0.8573,0
2001-05-30,0.8572,0.8593,0.8541,0.8558,0
2001-05-31,0.8556,0.8564,0.8445,0.8465,0
2001-06-01,0.8466,0.8505,0.8434,0.8475,0
2001-06-03,0.8472,0.8517,0.8463,0.851,0
2001-06-04,0.8509,0.8539,0.8443,0.8449,0
2001-06-05,0.8451,0.8549,0.8427,0.8524,0
2001-06-06,0.8523,0.857,0.8448,0.8468,0
2001-06-07,0.8469,1965.0001,0.8461,0.8489,0
2001-06-08,0.8488,0.852,0.846,0.8507,0
2001-06-10,0.8506,0.8518,0.8487,0.8516,0
2001-06-11,0.8517,0.8542,0.8414,0.8432,0
2001-06-12,0.8433,0.8541,0.8418,0.8525,0
2001-06-13,0.8524,0.857,0.8513,0.8557,0
2001-06-14,0.8558,0.8636,0.8489,0.8624,0
2001-06-15,0.8623,0.8676,0.8602,0.862,0
2001-06-17,0.8633,0.8635,0.8627,0.863,0
2001-06-18,0.8629,0.8644,0.8577,0.8596,0
2001-06-19,0.8595,0.8599,0.8528,0.8536,0
2001-06-20,0.8537,0.8562,0.8497,0.8556,0
2001-06-21,0.8557,0.8582,0.8513,0.8538,0
2001-06-22,0.8537,0.8579,0.8515,0.8574,0
2001-06-24,0.8571,0.8605,0.8566,0.86,0
2001-06-25,0.8601,0.8626,0.8589,0.8625,0
2001-06-26,0.8624,0.8652,0.8598,0.8626,0
2001-06-27,0.8625,0.8662,0.8591,0.8609,0
2001-06-28,0.8608,0.8615,0.8434,0.846,0
2001-06-29,0.8461,0.85,0.845,0.8497,0
2001-07-01,0.8499,0.8508,0.8477,0.8482,0
2001-07-02,0.8483,0.8486,0.8445,0.8478,0
2001-07-03,0.8479,0.8502,0.8457,0.847,0
2001-07-04,0.8472,0.848,0.8437,0.8449,0
2001-07-05,0.8451,0.8452,0.8353,0.8366,0
2001-07-06,0.8365,0.8481,0.8361,0.8481,0
2001-07-08,0.8472,0.8482,0.847,0.8478,0
2001-07-09,0.8479,0.8518,0.8449,0.8502,0
2001-07-10,0.8501,0.8576,0.8494,0.854,0
2001-07-11,0.8539,0.8645,0.8536,0.8575,0
2001-07-12,0.8574,0.8582,0.8509,0.8521,0
2001-07-13,0.8522,0.8564,0.8513,0.8549,0
2001-07-15,0.8549,0.8558,0.8544,0.8551,0
2001-07-16,0.8552,0.8594,0.8519,0.8522,0
2001-07-17,0.8521,0.8616,0.8493,0.8597,0
2001-07-18,0.8598,0.8743,0.8574,0.8723,0
2001-07-19,0.8724,0.8781,0.8682,0.8726,0
2001-07-20,0.8725,0.8787,0.8706,0.8721,0
2001-07-22,0.8709,0.8716,0.8703,0.8713,0
2001-07-23,0.8714,0.8717,0.8657,0.8701,0
2001-07-24,0.87,0.8773,0.8691,0.8744,0
2001-07-25,0.8743,0.8817,0.8718,0.8807,0
2001-07-26,0.8808,0.8826,0.8749,0.8784,0
2001-07-27,0.8785,0.8806,0.8725,0.8775,0
2001-07-29,0.8763,0.8775,0.8742,0.875,0
2001-07-30,0.8751,0.8773,0.8726,0.8759,0
2001-07-31,0.8758,0.8808,0.8727,0.8804,0
2001-08-01,0.8803,0.8843,0.8786,0.8821,0
2001-08-02,0.8822,0.8844,0.8787,0.8821,0
2001-08-03,0.882,0.8875,0.8784,0.8846,0
2001-08-05,0.8832,0.8836,0.88,0.8807,0
2001-08-06,0.8806,0.8827,0.8789,0.8805,0
2001-08-07,0.8806,0.881,0.8754,0.8773,0
2001-08-08,0.8774,0.8824,0.8744,0.8815,0
2001-08-09,0.8816,0.8944,0.881,0.8922,0
2001-08-10,0.8923,0.8961,0.8914,0.8936,0
2001-08-12,0.8944,0.8944,0.8925,0.8936,0
2001-08-13,0.8937,0.901,0.8936,0.8977,0
2001-08-14,0.8978,0.9046,0.8941,0.9046,0
2001-08-15,0.9045,0.9171,0.9034,0.9155,0
2001-08-16,0.9156,0.9203,0.9093,0.9125,0
2001-08-17,0.9124,0.9184,0.9105,0.9179,0
2001-08-19,0.9174,0.918,0.9163,0.9177,0
2001-08-20,0.9178,0.9205,0.9113,0.9126,0
2001-08-21,0.9125,0.9185,0.9082,0.9168,0
2001-08-22,0.9169,0.9242,0.9123,0.9139,0
2001-08-23,0.914,0.917,0.9101,0.9161,0
2001-08-24,0.9162,0.9169,0.9078,0.9131,0
2001-08-26,0.9129,0.9131,0.9107,0.9113,0
2001-08-27,0.9112,0.9125,0.9087,0.9112,0
2001-08-28,0.9111,0.9138,0.9031,0.9126,0
2001-08-29,0.9127,0.9152,0.9058,0.908,0
2001-08-30,0.9081,0.9186,0.9067,0.9183,0
2001-08-31,0.9181,0.92,0.9068,0.9086,0
2001-09-02,0.9094,0.9098,0.9085,0.9089,0
2001-09-03,0.9089,0.9104,0.9047,0.9064,0
2001-09-04,0.9065,0.9066,0.8847,0.8871,0
2001-09-05,0.8872,0.8914,0.8847,0.8893,0
2001-09-06,0.8894,0.8972,0.8828,0.8951,0
2001-09-07,0.8952,0.9072,0.8932,0.9071,0
2001-09-09,0.9064,0.908,0.9064,0.9074,0
2001-09-10,0.9075,0.9079,0.8975,0.8997,0
2001-09-11,0.8996,0.9177,-0.0001,0.9123,0
2001-09-12,0.9122,0.9155,0.9018,0.9069,0
2001-09-13,0.907,0.9127,0.9059,0.91,0
2001-09-14,0.9099,0.9255,0.909,0.9215,0
2001-09-16,0.9238,0.9251,0.9234,0.9245,0
2001-09-17,0.9275,0.9336,0.9175,0.9212,0
2001-09-18,0.9211,0.9284,0.919,0.9254,0
2001-09-19,0.9253,0.9328,0.9235,0.9274,0
2001-09-20,0.9273,0.9297,0.9204,0.9215,0
2001-09-21,0.9216,0.9263,0.909,0.914,0
2001-09-23,0.9142,0.9148,0.9132,0.9141,0
2001-09-24,0.914,0.9206,0.9108,0.9164,0
2001-09-25,0.9163,0.9251,0.9153,0.9239,0
2001-09-26,0.924,0.9247,0.9195,0.9213,0
2001-09-27,0.9212,0.9231,0.9128,0.915,0
2001-09-28,0.9149,0.9176,0.9084,0.9102,0
2001-09-30,0.9109,0.9109,0.9065,0.91,0
2001-10-01,0.9101,0.9181,0.9087,0.9166,0
2001-10-02,0.9165,0.9223,0.9138,0.9221,0
2001-10-03,0.9222,0.9235,0.9126,0.9153,0
2001-10-07,0.9192,0.9195,0.9187,0.9191,0
2001-10-08,0.919,0.9244,0.917,0.9207,0
2001-10-09,0.9206,0.9228,0.9127,0.9141,0
2001-10-10,0.914,0.9159,0.9104,0.9122,0
2001-10-14,0.9122,0.914,0.9121,0.9137,0
2001-10-15,0.9139,0.9139,0.9065,0.9072,0
2001-10-16,0.9071,0.9114,0.9039,0.908,0
2001-10-17,0.9081,0.9095,0.8996,0.9038,0
2001-10-21,0.8988,0.8994,0.8982,0.8987,0
2001-10-22,0.8986,0.9005,0.8897,0.892,0
2001-10-23,0.8921,0.8927,0.8872,0.891,0
2001-10-24,0.8911,0.8946,0.891,0.8938,0
2001-10-28,0.8929,0.8948,0.8924,0.8946,0
2001-10-29,0.8945,0.906,0.8933,0.9052,0
2001-10-30,0.9053,0.9104,0.9038,0.9073,0
2001-10-31,0.9074,0.9074,0.8989,0.9008,0
2001-11-04,0.9014,0.9014,0.8977,0.8981,0
2001-11-05,0.898,0.9002,0.8947,0.8973,0
2001-11-06,0.8974,0.8995,0.8941,0.8965,0
2001-11-07,0.8965,0.905,0.8941,0.897,0
2001-11-11,0.8946,0.8947,0.8932,0.8938,0
2001-11-12,0.8937,0.9019,0.8897,0.8922,0
2001-11-13,0.8921,0.8924,0.879,0.8821,0
2001-11-14,0.882,0.8845,0.8775,0.8827,0
2001-11-18,0.8845,0.8855,0.8818,0.8824,0
2001-11-19,0.8823,0.8823,0.8769,0.8795,0
2001-11-20,0.8796,0.8846,0.8794,0.8808,0
2001-11-21,0.8807,0.8819,0.8757,0.8777,0
2001-11-25,0.8785,0.88,0.8783,0.8792,0
2001-11-26,0.8791,0.8832,0.8789,0.8822,0
2001-11-27,0.8823,0.8846,0.8771,0.8842,0
2001-11-28,0.8843,0.8888,0.8828,0.8872,0
2001-12-02,0.8955,0.8967,0.8946,0.8956,0
2001-12-03,0.8955,0.897,0.8893,0.8907,0
2001-12-04,0.8904,0.8925,0.889,0.8903,0
2001-12-05,0.8902,0.9097,0.8848,0.8872,0
2001-12-09,0.8894,0.8902,0.889,0.8902,0
2001-12-10,0.8903,0.8918,0.8845,0.8915,0
2001-12-11,0.8914,0.9068,0.8886,0.897,0
2001-12-16,0.9041,0.9048,0.903,0.9036,0
2001-12-17,0.9035,0.915,0.9019,0.9036,0
2001-12-18,0.9036,0.9125,0.8992,0.9015,0
2001-12-19,0.9013,0.9111,0.8955,0.8989,0
2001-12-23,0.8889,0.8889,0.8873,0.8882,0
2001-12-24,0.8882,0.8912,0.8745,0.8774,0
2001-12-26,0.8799,0.8903,0.8772,0.8795,0
2001-12-30,0.8844,0.8869,0.883,0.8863,0
2001-12-31,0.8862,0.9011,0.8836,0.8911,0
