Date,Open,High,Low,Close,Volume
2012-01-02,1.29324,1.29884,1.29167,1.2978399999999999,0
2012-01-03,1.29785,1.3076299999999998,1.29732,1.30354,0
2012-01-04,1.3035299999999999,1.30721,1.28969,1.2923,0
2012-01-05,1.29229,1.29431,1.27698,1.2781200000000001,0
2012-01-06,1.27811,1.28119,1.26968,1.27189,0
2012-01-08,1.26946,1.27057,1.26654,1.2694299999999998,0
2012-01-09,1.26941,1.27846,1.26929,1.27799,0
2012-01-10,1.278,1.28175,1.2728,1.27414,0
2012-01-11,1.2740799999999999,1.27891,1.2660799999999999,1.2716399999999999,0
2012-01-12,1.27163,1.2844200000000001,1.2698399999999999,1.28292,0
2012-01-13,1.28291,1.28776,1.26255,1.26803,0
2012-01-15,1.26359,1.2657,1.26253,1.26433,0
2012-01-16,1.26432,1.27359,1.26322,1.2725799999999998,0
2012-01-17,1.27255,1.28072,1.27114,1.2782799999999999,0
2012-01-18,1.27827,1.28779,1.27336,1.28579,0
2012-01-19,1.2858,1.29715,1.28387,1.29619,0
2012-01-20,1.29621,1.29855,1.2886799999999998,1.29301,0
2012-01-22,1.28804,1.2907799999999998,1.28754,1.28949,0
2012-01-23,1.28948,1.30519,1.28847,1.29969,0
2012-01-24,1.29967,1.30619,1.29529,1.30197,0
2012-01-25,1.30196,1.31198,1.29304,1.31111,0
2012-01-26,1.31118,1.3183200000000002,1.30772,1.31033,0
2012-01-27,1.31029,1.32333,1.30797,1.32192,0
2012-01-29,1.3226799999999999,1.32271,1.3169899999999999,1.31766,0
2012-01-30,1.3176700000000001,1.31982,1.3076299999999998,1.31915,0
2012-01-31,1.31913,1.3212700000000002,1.30416,1.30661,0
2012-02-01,1.3066,1.3217299999999998,1.30253,1.31653,0
2012-02-02,1.31654,1.3191700000000002,1.3084799999999999,1.3130600000000001,0
2012-02-03,1.3130899999999999,1.32044,1.3065799999999999,1.31564,0
2012-02-05,1.3118,1.3130600000000001,1.3080200000000002,1.30851,0
2012-02-06,1.30854,1.31407,1.30272,1.31006,0
2012-02-07,1.31002,1.32691,1.30954,1.32431,0
2012-02-08,1.32433,1.3287799999999999,1.3214299999999999,1.32755,0
2012-02-09,1.32752,1.3320299999999998,1.3233700000000002,1.32605,0
2012-02-10,1.3260399999999999,1.32837,1.31548,1.3196,0
2012-02-12,1.3208799999999998,1.32602,1.32013,1.32501,0
2012-02-13,1.32502,1.32835,1.31446,1.3159299999999998,0
2012-02-14,1.3159399999999999,1.32151,1.30795,1.31656,0
2012-02-15,1.31655,1.3189899999999999,1.3007,1.30168,0
2012-02-16,1.30167,1.31578,1.29736,1.31287,0
2012-02-17,1.3128799999999998,1.3196700000000001,1.31145,1.31392,0
2012-02-19,1.31806,1.3236700000000001,1.3172700000000002,1.3208600000000001,0
